21: 63,70,48,23,65,46,28,60,29,74,95,89,91,53,88,72,61,92,52,56,24,39,86,55,22,14,42,54,99,2,10,97,15,8,81,38,71,93,66,6,16,47,30,82,98,87,18,64,62,45,34,11,1,32,0,67,75,25,35,20,84,58,3,13,94,31,51,59,50,5,78,26,19,68,12,90,4,77,36,33,79,83,73,57,85,49,76,96,7,40,43,69,9,27,80,21,17,41,37,44,
22: 64,47,85,50,10,86,49,97,66,98,69,7,17,39,14,30,44,71,62,54,94,82,74,12,51,96,37,63,18,4,0,3,35,90,52,48,92,68,32,8,11,61,19,65,27,55,87,38,41,1,16,89,20,57,88,13,53,2,77,60,99,23,15,6,31,29,46,83,25,67,79,45,84,5,73,26,93,40,80,58,72,95,36,9,91,21,59,43,76,24,75,33,70,22,78,56,42,34,28,81,
23: 55,13,72,45,34,61,40,42,46,85,41,5,84,62,51,44,68,23,87,18,94,81,12,19,63,20,3,74,79,4,14,39,48,36,88,26,49,99,71,96,7,56,95,21,89,65,25,93,29,37,54,16,11,58,75,35,2,31,83,86,8,97,0,50,9,27,15,22,10,70,77,73,28,91,24,92,30,6,1,52,66,57,80,43,67,78,38,98,32,60,82,17,64,90,76,53,47,33,59,69,
24: 60,14,52,35,13,69,31,2,75,37,58,89,65,90,29,51,57,39,98,26,62,0,83,17,15,1,95,61,85,46,40,28,79,63,80,56,25,48,41,47,44,12,30,49,81,94,19,87,16,9,77,96,71,97,66,32,20,50,11,3,7,99,64,18,84,43,24,4,33,67,8,70,23,73,92,5,42,91,21,38,22,86,27,10,59,34,36,88,68,74,82,54,6,45,55,76,78,93,72,53,
25: 4,68,22,83,63,43,78,47,29,85,25,28,62,42,93,60,27,45,88,17,39,90,54,58,49,19,52,11,55,94,36,99,71,89,56,10,32,5,81,21,1,59,23,20,92,57,98,40,50,44,3,34,6,8,61,96,15,91,30,73,97,77,35,14,0,31,16,46,24,72,67,76,7,82,84,64,33,41,48,66,51,18,74,12,26,86,38,2,13,75,53,37,80,69,79,95,70,87,65,9,
26: 98,51,80,69,37,52,94,53,32,83,71,95,66,62,20,9,30,96,27,47,88,33,77,21,34,42,29,85,41,55,57,93,10,38,49,54,84,59,0,26,7,70,86,79,18,90,15,58,28,91,68,39,75,73,97,31,24,2,6,36,99,13,8,14,65,3,82,48,5,19,74,92,44,63,60,72,78,61,1,40,45,12,67,56,17,25,81,22,35,64,4,87,11,76,23,50,89,46,16,43,
27: 84,66,83,41,32,92,39,62,88,38,19,45,47,20,25,94,4,9,16,55,50,81,61,77,3,73,89,91,54,70,42,34,36,78,95,43,87,12,2,15,18,93,22,17,33,65,60,97,5,46,82,28,10,74,79,48,96,51,31,69,27,14,75,23,49,11,35,72,63,85,24,71,44,57,64,90,99,13,80,98,67,0,6,8,21,76,7,53,37,52,86,1,30,26,59,56,40,29,68,58,
28: 67,49,52,68,57,28,95,14,39,77,8,13,23,40,32,36,44,83,75,70,59,34,82,53,86,31,1,91,29,0,89,85,4,94,69,93,79,71,54,3,26,37,30,38,81,42,2,21,97,64,35,84,62,20,43,74,9,48,90,73,60,22,55,25,16,10,88,7,76,78,87,96,92,17,24,51,19,56,33,63,61,18,12,41,50,45,66,99,80,72,47,5,46,58,27,65,6,15,11,98,
29: 62,20,98,57,47,53,46,32,49,29,60,23,67,43,31,11,86,56,89,76,97,21,87,10,52,58,33,88,95,14,25,68,18,93,38,77,80,17,36,28,64,3,26,99,27,79,15,0,30,71,55,96,75,61,65,82,19,83,39,90,48,4,7,24,16,94,22,34,45,84,41,35,5,72,44,69,8,13,50,6,9,40,92,73,12,51,78,42,66,63,81,2,85,37,91,70,54,1,74,59,
30: 46,49,62,79,17,48,27,6,64,96,59,41,78,53,47,99,18,54,25,97,73,9,20,98,14,61,44,33,51,2,55,23,16,77,81,1,65,22,66,84,72,92,50,37,7,42,21,8,15,35,67,38,90,88,3,89,12,52,4,24,74,87,19,13,83,10,70,31,45,85,29,95,5,82,94,56,76,30,0,91,71,57,26,11,80,40,34,39,93,43,60,69,75,36,68,63,32,86,58,28,
31: 68,80,73,53,35,48,34,2,33,71,49,77,92,4,59,22,19,21,90,84,43,41,6,69,87,99,95,56,72,42,27,18,37,52,36,7,91,94,12,97,8,65,9,70,1,96,26,85,54,50,28,3,66,61,13,88,78,83,75,17,24,76,55,23,29,14,0,30,86,5,40,57,81,62,15,51,20,39,47,67,25,63,93,11,82,79,98,58,10,89,32,38,31,46,44,74,16,45,64,60,
32: 71,74,88,35,91,38,49,27,57,23,21,39,84,90,64,31,6,36,66,73,3,61,75,1,42,34,89,62,51,15,95,32,92,24,26,16,80,54,76,28,2,72,97,68,44,4,18,99,82,79,60,25,17,5,83,50,78,20,22,67,47,59,65,45,40,58,81,14,19,48,96,41,30,13,0,46,53,98,63,85,77,37,94,52,9,87,93,86,11,69,29,10,8,43,55,70,56,12,33,7,
33: 26,72,30,12,57,34,47,53,66,33,77,74,45,55,50,29,65,16,99,1,11,41,2,17,25,82,32,67,23,7,86,49,79,10,98,90,40,97,70,36,84,6,8,95,44,83,54,59,4,71,81,58,14,37,28,38,0,20,43,76,3,22,64,15,75,19,5,56,35,88,27,96,87,60,21,91,46,63,18,51,39,94,31,93,52,78,24,42,80,85,9,13,61,68,92,48,69,73,62,89,
34: 94,86,82,14,70,59,65,90,31,3,9,48,87,19,23,41,0,12,42,60,81,51,69,54,68,85,44,27,17,34,28,71,20,8,62,43,40,30,83,97,4,79,15,25,21,16,58,6,45,39,67,32,74,96,55,18,95,33,73,10,52,80,24,66,36,75,91,22,88,76,49,92,99,7,1,89,78,93,61,2,5,72,13,35,29,98,46,37,56,26,57,47,77,50,64,38,11,84,63,53,
35: 69,89,31,57,21,16,61,51,60,52,28,74,87,29,90,76,55,7,46,79,9,66,80,82,49,26,24,83,20,99,54,34,11,37,48,62,45,17,78,0,71,5,33,63,95,91,13,68,8,43,12,56,25,59,41,65,10,94,84,4,75,35,14,38,22,97,88,50,15,19,2,47,53,36,73,70,58,3,1,44,39,32,18,96,40,23,72,6,81,42,86,93,64,77,27,92,30,85,98,67,
36: 70,46,60,7,65,20,89,30,33,59,92,17,64,77,52,86,40,66,87,63,28,24,69,56,3,97,38,80,44,91,29,88,41,96,6,54,78,71,55,39,15,5,25,99,0,13,11,84,26,95,37,9,34,8,74,98,48,23,72,57,50,14,22,2,49,12,68,36,79,42,18,81,43,27,51,10,94,58,73,76,93,67,16,35,85,47,31,75,4,32,19,21,53,82,45,62,1,90,61,83,
37: 52,98,87,84,57,93,39,37,65,48,59,72,20,30,40,94,63,45,33,83,66,69,3,43,7,25,42,92,95,41,67,24,8,96,14,85,77,38,4,2,44,26,74,15,80,18,55,6,88,78,28,70,12,97,5,22,35,54,81,1,71,79,86,13,99,47,76,29,58,46,68,10,0,61,32,19,9,23,73,31,64,51,36,21,11,56,75,27,17,91,89,34,16,62,49,82,53,50,90,60,
38: 22,80,13,89,57,93,4,76,33,96,20,47,83,73,2,61,44,55,17,58,95,35,12,66,75,34,41,28,9,7,91,23,86,49,6,38,42,16,50,24,98,71,5,63,26,64,51,70,79,3,82,92,97,18,37,14,52,78,87,99,77,94,48,90,15,0,21,27,43,11,31,60,74,29,45,72,84,30,25,46,53,88,40,1,32,8,62,67,56,39,81,68,85,59,10,19,65,54,36,69,
39: 87,95,51,38,85,27,11,69,17,77,58,62,90,54,1,92,29,74,48,21,18,53,5,42,36,63,66,15,2,56,86,39,7,19,24,13,75,32,98,4,9,3,14,97,37,55,64,61,6,22,94,31,28,99,25,8,59,49,65,16,71,89,91,67,34,82,12,88,50,68,33,23,73,93,80,30,57,0,46,79,96,40,43,26,78,41,52,76,84,10,81,70,20,35,45,72,60,44,83,47,
40: 63,71,81,11,60,27,74,26,51,29,44,46,38,2,56,30,57,92,64,69,22,66,88,90,68,97,99,76,15,83,10,24,62,86,13,25,8,53,89,72,6,58,16,35,82,41,23,50,96,47,17,98,37,18,61,7,9,20,94,43,1,73,80,54,59,33,79,12,93,5,14,65,42,48,21,85,75,91,28,84,36,78,55,45,70,0,95,4,19,67,3,49,40,31,77,52,39,34,32,87,
41: 25,80,50,52,6,55,94,59,8,39,82,78,98,46,73,62,87,44,21,18,2,36,5,74,92,22,17,48,3,65,35,23,51,20,54,70,14,91,64,12,83,86,31,77,40,29,84,93,60,47,72,27,4,85,15,97,26,19,89,96,11,9,28,58,81,34,76,0,69,49,88,1,95,41,38,68,43,30,33,7,66,75,13,32,90,56,63,37,99,24,16,10,71,67,57,53,61,42,79,45,
42: 40,52,66,35,80,34,54,93,43,22,55,60,37,92,32,98,0,17,29,88,90,78,11,91,63,51,19,68,61,56,31,89,99,2,8,73,96,20,6,94,27,49,70,7,47,10,18,97,21,45,86,74,76,33,42,15,50,62,44,81,69,5,1,9,16,28,82,25,13,84,65,12,3,24,71,46,95,87,26,36,57,79,67,58,39,41,48,14,64,38,72,83,30,23,53,85,77,75,59,4,
43: 78,63,85,3,62,76,36,52,59,83,22,46,28,21,9,47,33,74,64,41,95,7,90,57,53,29,10,91,13,42,67,20,97,71,27,60,77,68,17,44,93,81,8,5,72,1,48,16,87,30,24,69,99,96,31,66,43,51,11,86,80,15,88,38,70,35,6,19,58,37,61,18,82,55,50,0,54,26,75,40,89,12,2,34,25,73,84,79,23,92,49,98,4,39,65,32,14,45,94,56,
44: 50,65,10,17,75,34,67,48,70,72,46,37,39,18,32,4,83,9,77,51,7,19,98,60,35,94,56,49,96,6,78,82,53,85,81,42,74,21,29,13,63,22,0,97,86,76,15,91,88,92,36,47,71,12,55,20,16,33,2,58,24,31,52,1,5,93,38,80,3,73,27,54,84,23,69,99,30,57,44,26,68,8,64,61,45,41,25,66,43,89,87,11,40,95,79,62,59,90,14,28,
45: 38,67,52,10,16,7,3,24,57,68,42,48,96,2,82,30,93,23,39,37,31,55,22,94,63,47,40,58,53,77,28,95,86,80,0,12,27,4,84,92,44,1,13,99,25,74,32,6,88,85,70,79,36,26,97,49,59,50,71,89,15,62,11,90,29,17,75,91,43,41,46,76,33,72,61,5,19,9,60,20,18,69,21,78,8,54,66,14,98,81,35,65,45,51,34,73,64,87,83,56,
46: 45,7,26,71,80,93,14,76,88,55,13,61,73,34,32,24,49,82,75,23,72,10,38,30,11,78,56,83,59,19,84,44,54,48,85,94,8,74,40,81,3,0,52,62,27,89,95,12,25,6,29,15,28,9,35,21,96,50,5,57,77,86,91,43,64,2,60,58,22,1,66,98,41,4,17,33,47,18,39,63,92,69,20,97,46,36,53,79,99,67,65,90,87,42,68,37,31,70,51,16,
47: 58,37,45,16,39,34,43,56,73,4,49,29,91,97,60,77,57,8,99,22,88,66,74,23,5,69,30,86,50,95,84,52,80,93,36,18,33,0,44,40,12,98,92,25,10,78,20,54,9,41,27,79,90,72,94,31,87,81,26,68,15,46,85,1,51,63,71,42,21,2,6,14,28,7,89,61,35,67,19,75,11,59,24,76,32,47,13,17,53,62,70,38,3,82,64,55,65,96,48,83,
48: 82,23,54,99,19,81,98,72,57,89,21,50,42,59,39,5,61,25,85,38,43,26,69,9,94,56,83,78,6,95,29,52,74,27,4,11,65,47,20,92,36,97,3,30,41,51,62,24,88,67,12,68,40,73,14,35,10,7,37,63,60,17,86,31,76,91,93,70,66,1,79,46,8,15,13,22,90,34,45,48,71,32,53,96,58,80,75,2,33,44,49,16,55,0,18,87,77,28,64,84,
49: 51,64,42,19,90,16,37,32,88,66,7,53,55,77,63,61,9,35,22,74,78,50,70,56,29,95,40,18,97,59,98,6,31,3,0,69,20,47,62,93,84,39,15,26,79,81,96,23,67,87,58,71,30,65,91,5,33,11,1,54,73,13,25,10,45,72,46,38,89,41,92,99,57,82,76,36,68,8,60,94,80,2,21,86,43,17,48,12,75,83,27,4,14,28,52,24,34,85,49,44,
50: 81,50,85,20,4,55,39,8,13,28,76,47,19,36,49,77,48,35,32,96,60,72,10,7,11,51,90,57,31,67,87,42,99,93,6,66,34,53,59,5,95,33,12,71,17,74,25,56,75,61,45,18,16,22,91,0,52,43,82,98,2,21,15,83,1,73,23,44,65,3,64,27,37,88,80,97,9,79,63,89,24,94,62,29,46,78,69,41,92,70,58,14,68,84,26,30,54,86,38,40,
51: 66,23,41,82,40,67,77,88,18,2,52,19,25,50,39,65,85,34,78,17,61,20,37,11,64,74,72,83,87,57,1,26,38,94,58,14,69,28,91,84,16,27,89,32,75,13,6,0,49,15,98,60,81,96,54,36,79,4,21,8,90,12,76,95,99,92,5,10,35,31,86,97,56,9,30,47,45,59,48,53,44,93,43,63,3,33,51,29,71,62,24,22,70,68,46,80,73,42,55,7,
52: 0,92,70,93,46,58,76,48,27,18,90,8,61,45,34,22,26,50,95,97,19,65,11,68,88,77,62,52,1,3,85,44,9,28,60,41,98,74,43,7,24,16,99,89,66,33,10,23,91,79,73,29,13,71,75,53,36,47,4,42,14,5,86,35,78,82,67,94,72,21,57,83,25,64,31,20,55,69,81,38,40,96,63,2,54,51,49,56,37,17,32,39,59,87,15,12,30,6,80,84,
53: 42,38,46,73,40,8,97,70,7,48,71,34,88,95,61,25,80,50,32,60,91,52,13,41,29,1,54,36,58,56,26,20,67,79,59,23,98,6,49,22,78,75,94,9,51,47,16,0,30,11,4,64,69,93,12,10,15,31,74,24,37,21,82,27,5,57,18,89,83,3,68,92,2,85,35,19,44,96,72,76,43,81,28,87,65,63,53,66,14,17,62,86,77,99,39,45,33,90,84,55,
54: 27,9,6,97,18,83,80,61,39,55,43,24,21,53,44,74,88,58,14,51,56,71,93,5,63,70,29,2,8,45,52,99,87,84,78,25,73,57,11,7,31,60,48,26,96,98,75,3,33,10,13,72,62,32,92,36,40,0,50,47,65,68,79,86,35,15,81,69,66,34,37,22,12,91,28,4,42,76,38,49,17,82,1,59,95,54,19,64,85,67,90,77,41,20,16,89,30,23,46,94,
55: 8,45,77,64,70,44,37,95,31,47,60,75,85,38,76,15,48,30,59,88,24,66,6,25,52,97,72,90,7,96,63,14,28,73,41,91,42,26,12,94,83,1,61,16,86,55,23,58,9,4,2,32,20,89,11,33,36,87,53,50,54,5,27,10,93,74,35,79,17,39,57,0,99,78,71,21,98,18,34,3,68,82,46,69,51,19,13,29,81,92,65,49,40,43,56,67,62,22,80,84,
56: 79,84,46,57,69,37,61,58,60,65,14,26,11,43,7,74,13,99,68,20,32,89,27,72,96,88,92,56,34,53,8,39,12,3,95,93,52,62,28,41,86,6,85,81,10,1,55,45,15,23,21,42,38,80,50,9,25,75,19,90,36,33,83,91,59,40,51,17,71,31,5,82,4,18,66,97,22,87,0,98,35,63,29,47,78,2,49,70,24,30,77,64,76,44,94,48,73,54,16,67,
57: 90,80,44,48,68,49,7,27,75,79,67,38,95,18,47,65,29,53,57,87,10,50,26,88,0,77,32,62,40,91,99,54,64,33,92,98,74,93,35,8,19,21,89,52,60,55,9,22,15,1,41,13,34,96,3,85,71,78,39,58,82,4,12,16,37,73,94,61,25,23,17,5,86,59,45,43,46,69,56,72,36,66,84,42,14,51,28,70,6,24,97,63,31,81,30,20,83,2,11,76,
58: 42,74,52,49,68,86,11,76,95,69,57,59,32,64,47,98,46,39,37,44,54,50,84,14,85,26,82,16,40,36,34,99,70,3,12,87,13,78,41,56,48,51,17,80,38,90,81,1,97,20,30,7,96,93,67,2,4,72,89,91,24,28,71,35,23,25,94,9,33,43,15,10,45,58,60,62,73,65,8,77,31,83,18,21,79,66,92,6,22,29,53,5,27,61,63,19,75,55,88,0,
59: 80,54,27,90,93,74,26,83,79,9,15,66,11,56,49,69,91,43,82,37,31,70,51,53,71,18,5,13,42,38,28,22,98,50,78,36,32,59,61,8,64,48,7,14,85,96,19,68,4,89,16,97,12,84,62,23,6,2,92,29,87,20,81,76,45,17,99,57,40,3,86,47,30,60,52,39,25,65,88,46,55,24,35,44,67,77,34,41,72,63,21,73,95,10,0,75,58,1,33,94,
60: 41,53,48,26,35,67,85,45,7,94,63,51,76,55,18,66,92,36,62,32,69,12,43,24,95,0,34,4,9,14,88,40,60,50,10,72,6,84,52,89,70,28,97,54,17,29,3,49,96,73,82,13,30,56,46,90,61,86,44,20,93,33,5,23,98,1,91,8,16,87,68,81,27,31,80,39,22,65,37,99,75,77,47,57,11,74,83,25,59,79,58,15,71,42,19,21,78,64,38,2,
61: 28,63,5,73,57,36,39,71,25,31,56,58,42,86,23,10,85,94,74,84,80,34,43,12,50,91,22,54,77,20,29,90,64,87,17,45,0,95,53,89,30,16,2,24,68,79,60,6,66,69,38,1,37,82,33,97,67,27,21,96,3,41,9,98,65,18,32,8,4,13,7,83,59,35,99,44,14,93,78,51,15,46,11,81,55,61,92,26,72,62,47,52,70,75,88,49,19,48,40,76,
62: 25,90,49,62,13,68,47,60,81,71,50,31,0,7,82,89,77,95,46,65,58,93,52,88,6,43,23,16,35,96,40,30,51,75,37,99,1,87,83,61,14,36,97,79,73,45,2,59,10,70,98,86,63,28,3,21,19,29,8,38,27,67,78,32,54,66,57,5,91,74,84,56,26,15,18,34,9,24,4,20,64,94,80,22,76,17,72,33,41,44,42,39,11,53,55,12,92,48,85,69,
63: 35,58,38,90,46,16,99,92,87,67,55,74,4,20,60,24,66,97,6,44,28,68,59,89,23,78,12,53,25,22,91,86,84,65,34,10,13,33,48,79,54,11,73,21,64,62,41,32,8,93,7,69,15,94,57,3,17,31,26,80,2,77,63,9,40,36,56,96,83,0,76,29,37,5,18,27,95,14,19,81,52,75,51,72,39,98,50,71,61,1,88,70,45,42,85,49,47,30,43,82,
64: 53,77,52,39,45,4,29,62,57,54,70,65,99,51,96,86,79,83,64,48,94,73,37,81,20,15,93,25,0,21,9,78,38,27,55,26,95,42,75,63,67,10,46,14,24,2,28,50,8,17,98,84,40,92,68,32,90,97,41,91,13,11,80,12,19,87,59,23,30,89,71,6,36,82,69,49,88,43,18,60,5,66,47,1,7,33,31,16,85,76,3,58,34,44,22,56,74,35,61,72,
65: 13,46,57,4,75,77,66,69,90,31,42,50,12,54,94,21,72,20,26,55,60,79,91,82,44,86,1,36,63,22,32,11,43,2,7,23,85,34,92,96,87,28,6,76,88,10,14,99,53,74,40,45,62,71,0,70,33,95,8,38,5,84,47,97,93,61,19,16,98,81,59,41,9,80,29,3,18,25,37,83,24,35,17,39,56,51,68,30,49,52,89,67,15,27,65,78,48,64,58,73,
66: 37,21,76,83,19,54,74,47,59,39,96,72,35,15,62,36,48,9,17,27,70,97,49,29,99,82,13,55,45,85,30,50,78,93,88,28,26,84,2,98,75,63,94,1,12,58,7,80,90,56,16,95,6,8,33,14,38,67,92,32,40,11,51,25,89,68,42,34,52,5,23,41,60,4,43,91,73,81,24,0,65,53,77,57,44,10,87,22,69,66,61,20,86,71,31,3,79,46,18,64,
67: 37,63,76,87,48,15,6,82,80,67,86,31,72,53,36,18,39,5,51,44,61,28,52,62,93,70,22,79,84,95,49,92,40,50,7,90,0,65,97,14,58,21,78,64,13,88,99,56,29,2,81,8,98,3,19,66,12,42,24,85,89,9,96,30,77,43,38,4,45,23,17,69,74,41,20,91,75,71,54,94,73,55,33,26,16,1,57,10,46,68,11,35,27,34,83,47,59,25,32,60,
68: 8,84,53,79,46,70,90,27,55,36,74,54,17,92,75,21,48,41,9,20,59,98,1,71,52,18,26,68,64,15,61,87,51,95,97,37,2,34,16,69,58,29,5,93,24,4,31,22,94,66,57,11,86,14,6,77,10,33,23,62,42,0,35,50,76,88,99,83,19,80,3,38,85,30,73,39,12,60,82,7,49,91,44,28,40,81,13,96,56,78,45,32,63,65,47,25,43,67,72,89,
