1: 21,14,27,40,45,32,11,47,23,33,36,2,48,20,8,24,12,19,49,0,10,3,1,46,34,28,26,43,4,6,38,9,16,44,17,15,42,29,7,5,25,39,13,30,18,31,41,35,37,22,
2: 19,13,25,8,24,27,39,6,14,37,31,20,3,47,30,32,5,48,2,45,49,22,46,16,9,33,4,40,26,0,7,11,43,1,28,17,15,44,10,35,21,38,42,29,34,18,41,12,23,36,
3: 0,36,45,12,37,24,19,15,23,26,17,5,11,25,46,35,3,22,39,30,13,7,49,41,48,29,4,43,34,27,10,1,21,18,2,9,31,8,14,20,6,44,33,40,32,47,42,16,38,28,
4: 47,6,18,31,25,1,45,33,20,4,7,38,15,11,24,30,39,9,3,13,44,27,41,16,12,8,43,40,2,36,5,0,10,35,48,22,26,17,37,21,49,42,19,29,14,34,46,23,32,28,
5: 32,37,10,26,19,49,33,27,13,21,8,36,29,44,2,48,34,20,4,45,0,31,24,5,18,47,23,38,41,16,6,9,28,25,40,42,35,46,15,22,3,7,14,1,11,30,39,12,43,17,
6: 2,28,12,34,38,22,19,46,49,21,35,0,40,43,5,36,1,24,6,20,18,25,45,17,44,11,9,4,33,26,39,3,27,15,42,31,47,7,16,10,32,41,8,30,37,48,14,23,29,13,
7: 23,49,6,13,24,39,45,19,35,12,26,42,17,21,11,48,1,10,46,0,34,9,2,44,25,20,33,5,27,40,3,8,15,7,47,37,30,28,4,31,22,16,18,41,14,29,32,43,38,36,
8: 15,28,31,39,47,12,24,21,17,4,43,45,11,23,5,35,19,29,3,25,42,10,48,40,49,13,6,32,9,26,46,27,7,16,34,37,44,8,14,18,0,33,1,41,22,38,2,20,30,36,
9: 33,27,36,2,47,19,29,35,13,16,48,3,34,43,15,26,37,20,5,44,28,10,40,21,30,1,38,18,8,11,4,12,42,6,49,25,31,39,23,32,17,9,46,22,41,14,24,0,7,45,
10: 2,14,32,34,45,17,35,25,28,36,21,12,5,16,10,4,24,1,41,19,8,37,26,29,9,44,40,3,49,15,13,48,39,43,31,0,6,27,47,11,20,46,33,18,7,22,38,42,30,23,
11: 16,14,25,47,19,23,27,15,46,40,1,9,39,5,33,37,44,20,7,21,24,45,12,48,38,6,4,28,10,35,42,30,49,43,2,18,22,32,8,3,17,34,26,31,29,11,13,41,0,36,
12: 13,37,31,9,21,38,29,10,3,48,34,15,43,6,4,49,42,35,19,30,27,40,14,8,22,7,2,0,11,25,18,47,41,1,36,45,5,23,12,28,39,46,17,20,24,32,16,44,26,33,
13: 22,43,27,38,32,18,25,12,10,46,30,26,4,8,11,2,37,28,36,1,6,17,21,29,33,14,42,3,31,19,5,45,49,13,35,16,20,47,9,24,40,34,0,7,48,15,44,41,39,23,
14: 44,16,18,42,8,37,1,31,6,26,41,17,40,35,7,22,0,29,14,4,30,48,2,11,43,39,3,9,46,12,32,28,23,25,20,38,47,24,19,33,45,15,21,10,5,34,36,13,49,27,
15: 29,38,14,34,3,16,0,21,6,24,30,43,13,40,35,20,18,9,26,1,36,2,10,8,31,25,48,45,37,7,17,11,49,12,27,41,46,33,22,4,44,5,15,32,47,28,23,42,39,19,
16: 11,39,29,26,20,33,13,36,17,12,35,46,48,19,3,1,47,25,31,4,38,9,6,16,45,22,41,27,18,8,49,2,42,28,7,0,34,14,37,5,32,23,43,30,24,21,40,15,44,10,
17: 41,29,4,32,40,26,21,14,43,15,35,28,24,7,2,34,3,39,48,9,6,16,0,27,8,22,44,25,10,49,31,45,11,1,23,20,46,42,37,47,33,13,38,17,19,36,12,30,5,18,
18: 13,28,24,39,6,3,38,33,42,34,10,46,4,18,5,8,44,47,36,22,17,25,0,32,43,41,2,9,7,23,15,37,1,40,29,49,20,48,27,14,11,21,19,16,30,26,12,35,31,45,
19: 18,32,27,40,20,17,4,42,12,22,37,41,5,14,36,48,23,45,33,16,6,44,1,19,43,13,2,30,8,49,11,9,21,28,34,25,46,0,7,38,31,3,24,26,29,47,10,39,35,15,
20: 5,42,34,18,29,1,12,8,21,46,32,15,10,39,45,49,19,33,38,30,0,13,16,40,47,2,36,20,11,28,48,17,14,4,24,44,25,7,22,6,37,26,23,43,31,9,41,35,3,27,
21: 13,19,47,36,39,27,22,35,18,46,17,1,4,34,5,9,28,40,16,48,25,2,31,37,6,33,10,14,45,32,3,7,20,44,30,15,29,11,21,24,26,43,41,8,12,49,0,42,23,38,
22: 31,20,25,14,9,23,3,42,37,13,36,45,11,40,10,22,18,47,26,33,5,38,46,39,24,15,41,16,49,12,2,34,6,28,44,0,48,21,1,30,32,35,29,4,19,43,8,27,7,17,
